# ContainerLoading Dataset - Hard (500 items)
# Container: 100x100x100 cm  MaxWeight: 500
# Items: 500
# Columns: ID  Width  Height  Depth  Weight  Value
#-------------------------------------------------------
251	46	10	14	24	240
252	7	6	22	7	357
253	33	45	18	80	1280
254	39	5	20	25	425
255	18	33	37	80	2400
256	7	33	25	14	224
257	34	30	40	80	2880
258	17	32	45	80	1760
259	13	34	16	35	1610
260	25	29	48	80	1760
261	5	31	32	33	297
262	41	38	36	80	3120
263	5	28	45	41	1353
264	22	32	47	80	960
265	20	18	8	14	420
266	48	28	15	73	1022
267	17	37	42	62	1488
268	5	41	40	31	1488
269	16	41	18	79	1817
270	19	15	42	26	832
271	43	42	10	80	6000
272	28	29	20	37	1332
273	41	5	34	45	810
274	13	27	47	52	572
275	33	18	19	31	372
276	20	45	14	80	1440
277	48	12	37	51	2244
278	6	28	47	56	1400
279	44	22	41	80	3200
280	12	46	34	80	5280
281	6	38	17	11	220
282	10	6	44	20	200
283	43	39	18	77	1386
284	33	16	21	76	1444
285	6	9	46	16	224
286	20	24	14	48	384
287	21	20	31	78	1170
288	25	39	16	80	880
289	23	5	22	10	720
290	19	25	29	80	2880
291	32	24	17	60	2160
292	22	49	50	80	3600
293	48	50	48	80	3200
294	33	20	16	68	612
295	23	50	42	80	2880
296	34	30	50	80	1200
297	13	47	40	80	2880
298	26	33	36	65	1365
299	6	14	36	10	140
300	24	35	40	80	960
301	48	8	10	27	648
302	22	28	33	80	6000
303	43	17	21	58	1334
304	33	13	43	68	2448
305	33	7	31	57	2736
306	9	14	17	12	324
307	44	33	9	56	896
308	18	11	10	12	576
309	35	30	6	21	756
310	48	17	47	80	3840
311	39	38	47	80	4800
312	30	46	14	39	2106
313	37	45	24	80	3120
314	26	5	39	21	1512
315	26	28	7	19	950
316	38	9	5	12	216
317	45	13	18	45	630
318	18	47	38	80	3680
319	19	43	30	80	1600
320	5	20	41	21	231
321	26	25	42	80	1200
322	31	45	8	80	2400
323	22	9	30	43	774
324	21	8	47	55	440
325	24	50	26	80	1440
326	31	18	5	16	736
327	15	8	26	19	304
328	7	6	14	1	25
329	29	31	49	80	6000
330	29	43	36	80	5040
331	19	39	26	80	800
332	13	19	32	19	228
333	28	43	45	80	1280
334	27	43	23	80	800
335	29	15	20	47	1081
336	22	19	9	23	368
337	49	25	27	80	1520
338	27	36	21	73	1241
339	16	15	38	59	1947
340	38	32	45	80	1200
341	27	16	14	18	144
342	37	42	14	80	4080
343	37	21	21	51	3672
344	46	6	40	68	748
345	22	9	46	41	1476
346	43	31	30	80	720
347	12	20	19	31	992
348	26	49	37	80	2400
349	40	48	28	80	1760
350	47	38	16	80	1600
351	22	22	15	20	680
352	40	23	31	80	2080
353	10	30	16	33	561
354	26	42	21	72	1728
355	30	26	16	34	408
356	26	22	47	80	3840
357	43	20	17	64	576
358	16	28	24	66	1122
359	6	41	28	46	1794
360	42	26	19	80	1600
361	11	47	24	80	1840
362	31	40	48	80	1680
363	50	8	34	45	495
364	40	24	21	80	3040
365	15	25	47	61	2745
366	22	6	14	11	396
367	34	46	23	80	2080
368	40	32	25	80	1280
369	45	33	36	80	960
370	18	14	16	14	224
371	5	13	38	11	627
372	11	5	7	3	144
373	30	50	29	80	1360
374	25	20	28	80	640
375	47	42	42	80	1280
376	12	26	7	11	594
377	17	42	32	74	2220
378	42	9	49	51	2907
379	36	7	35	17	816
380	36	45	35	80	1680
381	30	22	12	36	288
382	38	25	30	80	2160
383	40	33	31	80	2720
384	17	42	12	41	328
385	45	7	34	58	1218
386	49	34	34	80	3600
387	12	26	11	7	84
388	10	25	18	14	210
389	30	19	7	23	552
390	23	8	7	5	200
391	48	11	31	80	1360
392	34	19	5	16	192
393	25	27	14	67	1608
394	16	13	19	16	320
395	8	27	5	6	144
396	50	44	29	80	2880
397	23	15	8	13	624
398	19	32	46	80	4560
399	30	10	44	43	1634
400	35	16	36	77	1386
401	15	32	18	43	1075
402	46	41	18	80	2560
403	9	25	40	43	1075
404	15	41	27	72	1296
405	50	43	20	80	1360
406	34	46	36	80	1920
407	31	41	29	80	880
408	29	16	45	80	3360
409	23	9	31	28	784
410	19	24	30	55	1210
411	38	42	14	80	1280
412	40	18	13	65	585
413	48	30	26	80	1440
414	6	50	12	14	140
415	39	34	22	80	1840
416	36	10	6	15	210
417	20	26	27	51	1020
418	18	17	16	32	320
419	39	7	23	40	760
420	33	16	18	32	1216
421	22	40	23	80	1840
422	32	46	16	68	3876
423	38	29	32	80	2880
424	39	17	32	71	4899
425	16	29	46	55	1100
426	30	10	33	67	3417
427	22	8	13	16	288
428	17	29	9	12	156
429	43	17	20	80	1280
430	39	38	44	80	1280
431	18	13	29	26	1638
432	43	17	49	80	3120
433	31	6	30	31	434
434	17	14	39	19	969
435	6	33	22	17	289
436	32	6	17	20	800
437	8	38	40	31	744
438	28	43	20	60	1380
439	11	42	14	43	1075
440	45	45	19	80	3520
441	26	43	48	80	1440
442	48	32	14	44	2112
443	7	9	37	4	52
444	20	11	33	15	240
445	31	50	11	80	2560
446	49	20	35	80	1920
447	31	8	33	36	468
448	40	14	37	80	3120
449	19	30	25	36	1440
450	9	38	46	80	2640
451	28	21	40	80	1040
452	7	11	42	17	408
453	45	15	26	71	2414
454	16	41	21	28	1008
455	12	7	38	23	736
456	8	39	9	13	195
457	48	46	50	80	4000
458	35	27	5	10	180
459	17	50	32	80	3600
460	13	44	36	80	1760
461	25	10	35	69	1104
462	39	36	14	80	1040
463	19	41	13	55	2475
464	38	20	26	80	2000
465	7	35	5	8	192
466	7	46	18	37	814
467	22	46	43	80	1200
468	44	48	41	80	1760
469	9	39	41	80	1440
470	22	32	15	40	320
471	30	39	7	20	420
472	5	9	10	2	50
473	42	50	42	80	2000
474	24	17	46	80	3600
475	38	43	32	80	2080
476	8	31	48	29	580
477	16	42	17	49	686
478	25	33	43	80	1280
479	34	9	44	80	1680
480	5	30	14	7	98
481	37	30	21	80	3600
482	27	24	5	22	396
483	15	46	25	59	826
484	26	44	32	80	2880
485	15	14	20	23	621
486	15	8	28	24	432
487	49	38	6	23	345
488	45	35	19	68	4896
489	17	7	48	28	1232
490	43	41	28	80	3120
491	18	35	47	80	3520
492	14	6	17	10	180
493	5	31	27	19	342
494	40	10	26	37	740
495	5	47	9	13	312
496	49	33	28	80	5280
497	21	30	12	38	1482
498	45	44	15	66	1452
499	19	37	25	80	1440
500	43	48	38	80	1520
